,Date,Adj_Close,Close,High,Low,Open,Volume,GDP,CPI,Unemployment_Rate,Fed_Funds_Rate
0,2014-04-01,52.09857177734375,52.09857177734375,52.17856979370117,50.24856948852539,50.25,21338800.0,18185.911,236.468,6.2,0.09
1,2014-04-02,51.84000015258789,51.84000015258789,53.00714111328125,51.18571472167969,52.237144470214844,24194100.0,18189.41941269841,236.48942857142856,6.204761904761905,0.09
2,2014-04-03,50.66999816894531,50.66999816894531,52.157142639160156,50.014286041259766,51.61857223510742,21983500.0,18192.927825396826,236.51085714285713,6.20952380952381,0.09
3,2014-04-04,48.18714141845703,48.18714141845703,50.85714340209961,47.98285675048828,50.77857208251953,34958000.0,18196.436238095237,236.5322857142857,6.214285714285714,0.09
4,2014-04-07,48.28571319580078,48.28571319580078,49.74142837524414,47.301429748535156,48.644287109375,37351300.0,18199.94465079365,236.55371428571428,6.219047619047619,0.09
5,2014-04-08,49.8414306640625,49.8414306640625,50.112857818603516,48.3414306640625,48.57857131958008,25761400.0,18203.453063492063,236.57514285714285,6.223809523809524,0.09
6,2014-04-09,50.432857513427734,50.432857513427734,50.55714416503906,49.021427154541016,50.14714431762695,20511400.0,18206.961476190478,236.59657142857142,6.228571428571429,0.09
7,2014-04-10,47.81856918334961,47.81856918334961,51.06856918334961,47.71571350097656,50.63999938964844,24871000.0,18210.46988888889,236.618,6.233333333333333,0.09
8,2014-04-11,46.672855377197266,46.672855377197266,47.83142852783203,46.22999954223633,47.25714111328125,30146200.0,18213.9783015873,236.63942857142857,6.238095238095238,0.09
9,2014-04-14,47.36857223510742,47.36857223510742,47.85714340209961,46.505714416503906,47.55571365356445,17994200.0,18217.486714285715,236.66085714285714,6.242857142857143,0.09
10,2014-04-15,46.61000061035156,46.61000061035156,47.36714172363281,44.58571243286133,47.01142883300781,30799300.0,18220.995126984126,236.6822857142857,6.247619047619048,0.09
11,2014-04-16,47.34428787231445,47.34428787231445,47.709999084472656,46.19428634643555,47.2928581237793,16114700.0,18224.50353968254,236.70371428571428,6.252380952380952,0.09
12,2014-04-17,49.39142990112305,49.39142990112305,49.961429595947266,47.5,48.10857009887695,32116000.0,18228.01195238095,236.72514285714286,6.257142857142857,0.09
13,2014-04-21,49.78428649902344,49.78428649902344,49.91428756713867,48.32857131958008,49.900001525878906,47892600.0,18231.520365079366,236.74657142857143,6.261904761904762,0.09
14,2014-04-22,53.271427154541016,53.271427154541016,54.41143035888672,52.11857223510742,53.80428695678711,64702400.0,18235.028777777778,236.768,6.266666666666667,0.09
15,2014-04-23,50.5,50.5,52.5,50.42856979370117,51.81856918334961,40285000.0,18238.53719047619,236.78942857142857,6.271428571428571,0.09
16,2014-04-24,49.15285873413086,49.15285873413086,50.842857360839844,47.82857131958008,50.35714340209961,30639000.0,18242.045603174603,236.81085714285715,6.276190476190476,0.09
17,2014-04-25,46.01142883300781,46.01142883300781,48.772857666015625,46.0,48.20857238769531,33071500.0,18245.554015873015,236.83228571428572,6.280952380952381,0.09
18,2014-04-28,44.887142181396484,44.887142181396484,45.842857360839844,42.78571319580078,45.43571472167969,47123300.0,18249.06242857143,236.8537142857143,6.285714285714286,0.09
19,2014-04-29,45.69571304321289,45.69571304321289,46.37571334838867,44.575714111328125,44.605712890625,23132900.0,18252.57084126984,236.87514285714286,6.29047619047619,0.09
20,2014-04-30,46.005714416503906,46.005714416503906,46.05714416503906,44.32143020629883,45.417144775390625,23618700.0,18256.079253968255,236.89657142857143,6.295238095238095,0.09
21,2014-05-01,48.07428741455078,48.07428741455078,49.38428497314453,46.150001525878906,46.2928581237793,37001300.0,18259.587666666666,236.918,6.3,0.09
22,2014-05-02,48.66428756713867,48.66428756713867,49.128570556640625,47.72142791748047,48.21571350097656,26194700.0,18263.096079365077,236.93290476190478,6.29047619047619,0.09047619047619047
23,2014-05-05,49.1971435546875,49.1971435546875,49.354286193847656,48.014286041259766,48.29571533203125,20330800.0,18266.604492063492,236.94780952380952,6.280952380952381,0.09095238095238095
24,2014-05-06,46.59857177734375,46.59857177734375,49.674285888671875,46.52000045776367,49.10285568237305,22722700.0,18270.112904761903,236.9627142857143,6.271428571428571,0.09142857142857143
25,2014-05-07,45.79142761230469,45.79142761230469,46.834285736083984,45.029998779296875,46.59000015258789,25680900.0,18273.621317460318,236.97761904761904,6.261904761904762,0.0919047619047619
26,2014-05-08,45.9514274597168,45.9514274597168,47.388572692871094,44.9085693359375,45.308570861816406,21168700.0,18277.12973015873,236.99252380952382,6.252380952380952,0.09238095238095238
27,2014-05-09,46.93571472167969,46.93571472167969,47.13428497314453,45.33571243286133,46.01142883300781,17968300.0,18280.638142857144,237.00742857142856,6.242857142857143,0.09285714285714286
28,2014-05-12,49.349998474121094,49.349998474121094,49.361427307128906,47.21714401245117,47.26571273803711,21395500.0,18284.146555555555,237.02233333333334,6.233333333333333,0.09333333333333334
29,2014-05-13,49.5914306640625,49.5914306640625,50.61000061035156,48.67714309692383,49.2071418762207,20832000.0,18287.654968253966,237.0372380952381,6.223809523809524,0.09380952380952381
30,2014-05-14,50.26856994628906,50.26856994628906,50.628570556640625,49.43714141845703,49.57857131958008,19891900.0,18291.16338095238,237.05214285714285,6.214285714285714,0.09428571428571429
